 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75
1296,2474.465,1002.321,720.961,312.349,732.145,782.654,605.087,449.340,526.076,345.628,264.370,222.301,260.247,297.533,184.162,180.103,317.222,583.692,520.065,175.035,171.062,244.995,284.620,270.460,293.043,318.082,515.172,205.745,218.084,468.820,448.213,343.658,298.898,653.930,347.158,819.164,1059.813,340.736,316.179,538.453,410.712,311.013,359.341,291.769,256.193,254.078,341.218,275.218,225.091,167.228,376.232,592.860,464.221,535.067,462.737,280.059,498.433,725.063,453.742,339.563,140.568,361.693,455.062,68.316,225.993,125.612,141.266,114.892,154.411,527.571,190.521,69.740,468.117,226.267,100.969
1297,2372.299,856.716,689.084,302.349,783.078,832.669,488.183,441.377,380.546,324.699,284.084,137.343,293.879,294.633,179.000,158.662,216.711,820.169,581.799,302.887,94.451,246.159,333.300,235.437,216.043,288.702,536.874,252.401,119.108,524.991,267.155,498.234,277.512,694.509,553.451,737.623,788.297,328.788,152.286,459.613,287.902,328.729,340.704,338.123,335.354,213.872,257.370,415.109,126.727,264.152,358.312,416.202,263.336,284.857,340.899,399.717,406.752,727.405,479.142,556.163,194.955,236.380,270.357,101.912,172.816,113.388,85.137,183.006,73.189,466.543,344.179,208.805,427.957,409.337,110.969
1298,2636.758,793.112,766.556,459.992,564.741,752.471,720.702,376.774,523.557,317.177,396.091,202.741,393.586,367.978,122.486,203.412,230.748,858.469,476.942,242.687,197.615,352.607,160.773,286.936,327.982,220.363,531.144,140.197,197.241,486.199,433.632,379.441,287.252,765.363,510.429,548.689,507.484,274.772,184.098,635.287,438.196,283.929,490.933,537.438,230.597,210.652,249.622,454.645,197.671,165.348,255.159,457.248,260.593,351.647,357.545,417.789,400.631,597.099,336.925,421.978,113.553,419.095,490.992,84.662,184.801,125.950,99.165,171.408,126.368,305.352,512.692,185.753,456.138,325.931,308.698
1299,2250.369,1016.612,977.034,319.256,837.488,598.831,678.683,338.151,445.195,325.858,365.143,167.120,293.000,382.994,169.959,156.221,193.178,676.515,483.578,185.322,155.503,318.313,295.473,298.214,235.055,324.813,443.822,221.993,176.217,475.782,336.813,493.126,250.433,792.234,454.925,716.525,1058.560,201.611,265.018,568.287,322.582,204.368,373.585,485.200,382.873,144.213,289.950,401.327,193.273,229.525,272.029,464.845,196.343,354.992,347.525,318.224,457.050,640.396,566.233,515.674,141.409,324.657,251.333,103.110,301.000,118.239,172.705,143.223,77.363,372.419,282.128,152.948,376.404,260.624,183.938
1300,2438.458,748.261,842.225,510.101,923.892,634.456,754.990,370.208,351.330,352.690,239.669,112.982,376.213,399.322,120.500,189.515,382.341,673.746,390.623,213.761,107.497,487.970,310.493,133.937,255.884,225.211,433.276,149.146,275.042,407.384,503.187,267.613,394.906,665.942,397.835,615.869,536.385,263.415,545.054,536.420,410.824,447.445,345.985,448.431,243.033,183.191,433.277,446.318,184.273,267.044,360.312,608.171,265.636,476.462,421.677,366.579,419.894,802.811,305.492,367.674,277.508,273.905,275.829,156.074,215.029,113.861,100.942,77.510,61.305,276.686,236.487,203.091,494.766,364.307,221.854
1301,2506.924,836.142,792.601,344.171,805.054,470.074,771.308,300.296,577.881,385.186,276.818,191.404,312.822,339.961,79.095,285.272,337.141,704.469,431.260,166.439,209.164,187.602,388.513,231.492,238.439,236.000,455.678,119.883,185.157,485.355,449.677,464.856,348.008,794.532,569.805,542.434,1295.813,322.560,316.455,474.467,459.261,260.445,284.096,325.008,286.602,286.177,263.832,368.309,92.587,162.228,401.297,593.992,249.079,415.782,297.485,465.368,410.078,771.234,317.533,338.681,198.924,341.234,406.411,149.118,192.449,92.050,138.820,89.433,82.742,377.905,223.222,170.623,300.947,235.802,153.688
1302,2507.643,909.448,774.624,284.209,885.277,795.846,513.779,385.358,685.589,282.566,241.201,131.157,346.241,172.994,37.000,128.206,322.030,912.831,600.273,234.078,142.713,434.517,333.367,160.167,307.805,239.749,397.402,225.978,164.524,572.242,332.348,394.162,328.898,769.702,490.376,913.705,621.857,280.658,455.196,597.053,388.562,326.355,395.022,424.446,211.851,225.014,248.126,346.000,205.091,235.766,425.500,663.977,364.114,376.681,447.343,384.849,459.965,605.207,380.150,327.252,166.939,183.672,346.907,165.441,267.684,94.219,91.043,86.051,47.589,344.657,372.496,126.182,218.266,263.386,181.677
1303,2425.701,900.507,860.556,486.744,600.301,550.066,705.788,339.409,594.589,349.637,457.422,209.590,339.626,423.478,249.797,181.949,253.467,914.754,643.708,104.861,189.877,248.323,391.647,153.579,345.512,308.012,549.966,330.628,173.307,522.649,337.606,415.261,216.772,706.199,461.564,602.352,593.769,272.912,254.723,466.867,308.183,326.690,310.681,490.092,201.989,170.014,467.454,328.227,119.804,316.861,386.978,548.612,278.357,258.521,323.293,317.066,472.142,720.306,420.950,466.119,217.568,434.474,464.527,125.346,268.618,77.363,84.777,102.637,105.868,432.848,222.538,113.221,391.585,316.010,195.906
1304,2380.669,632.336,553.955,214.775,591.235,650.441,382.279,332.824,514.200,404.115,184.188,169.777,200.040,171.806,75.216,248.191,186.030,591.385,413.610,305.578,109.436,319.841,567.853,147.738,367.299,237.480,541.971,171.613,324.801,376.597,460.032,447.811,403.268,637.368,459.797,876.533,753.725,361.430,325.795,397.993,292.039,376.213,172.370,490.000,302.790,260.496,325.672,375.691,280.063,298.867,337.855,632.225,338.900,350.050,425.303,378.467,638.496,610.405,405.250,313.652,161.758,270.956,346.946,109.434,325.243,134.244,81.676,60.420,129.800,349.514,228.786,110.558,520.511,398.604,143.188
1305,2419.656,783.134,765.640,327.845,623.548,569.485,461.038,267.403,527.811,408.221,285.208,144.735,236.540,276.389,273.311,216.544,295.385,807.592,558.740,112.057,182.744,316.811,477.713,155.389,327.445,331.795,443.787,193.394,185.675,577.137,343.490,386.505,239.874,672.737,430.128,747.967,662.802,381.803,256.429,445.193,274.144,322.019,404.007,351.769,234.851,293.560,373.496,503.127,196.203,228.658,313.478,546.240,302.964,342.664,351.465,448.921,420.851,610.919,366.858,396.252,311.333,265.547,323.481,125.978,265.199,127.507,119.036,74.006,118.116,400.486,280.145,212.247,383.777,319.337,273.792
1306,2391.924,836.142,741.742,264.341,681.789,594.088,475.298,373.365,481.297,314.425,313.455,214.084,349.552,282.433,193.405,173.287,208.393,1057.654,624.610,234.574,81.221,309.851,320.013,170.349,316.244,217.988,609.167,147.876,193.651,453.882,393.419,349.865,218.929,737.509,553.887,868.549,687.923,385.637,301.955,389.813,482.745,451.065,398.896,256.231,240.608,182.163,432.992,372.664,232.462,205.975,452.688,520.643,255.836,223.899,394.444,429.947,548.411,534.009,363.142,449.119,152.644,262.248,316.504,121.485,281.316,162.975,196.295,133.229,50.153,493.400,220.872,162.182,369.511,316.980,307.469
1307,2359.592,840.366,560.994,294.209,801.500,522.882,536.923,326.855,462.178,416.973,240.221,114.916,215.144,316.028,160.770,214.676,284.770,883.769,526.325,132.448,82.754,314.856,398.667,239.476,282.561,302.439,401.609,178.759,160.994,472.834,287.613,392.279,242.535,693.404,560.857,768.557,715.725,315.088,313.777,522.020,329.673,315.168,378.741,412.200,289.762,206.397,222.950,310.055,190.552,283.823,318.087,512.140,198.179,206.782,580.626,286.539,469.099,678.198,365.892,404.578,254.455,330.803,303.775,98.824,203.353,89.930,204.892,113.204,97.916,142.581,378.214,184.130,535.340,228.525,139.354
1308,2617.841,725.619,726.567,180.310,827.434,688.912,652.981,378.604,475.108,423.646,262.013,191.024,302.333,335.250,212.703,234.294,237.607,711.023,674.383,218.543,82.646,342.687,310.953,110.421,302.415,290.164,590.695,128.577,181.837,384.545,380.277,436.712,254.693,909.877,346.571,736.893,584.000,237.124,246.714,566.087,462.529,429.374,257.119,295.046,232.348,244.738,255.941,218.636,126.448,264.759,249.942,398.922,313.471,324.429,257.242,361.474,413.716,606.306,388.358,461.237,286.455,315.263,377.171,51.059,261.610,135.179,115.604,139.860,127.479,565.352,402.598,69.286,476.777,183.881,184.927
1309,2216.268,877.381,597.489,425.496,780.693,570.169,332.212,346.824,583.989,368.018,408.338,97.084,240.178,279.739,241.135,203.029,245.970,591.646,528.812,172.922,170.656,360.706,461.693,257.262,274.701,234.977,616.506,247.000,229.349,333.341,341.123,370.649,174.236,624.281,401.707,685.361,812.879,279.782,198.375,423.200,461.850,341.677,282.444,443.346,241.243,174.702,250.412,439.691,231.692,178.848,366.406,437.674,226.893,182.067,281.980,279.164,375.830,409.198,164.458,356.926,225.773,296.328,284.457,158.059,247.390,78.940,144.360,84.503,72.984,271.200,287.077,78.026,394.436,308.842,234.760
1310,2681.229,778.030,619.258,330.450,571.488,594.662,624.038,558.044,556.643,331.584,181.831,195.163,319.195,373.261,254.851,228.301,428.081,866.285,428.442,271.465,54.323,365.398,255.327,194.786,289.165,333.696,631.983,174.912,115.386,462.171,414.058,314.441,239.181,679.023,344.797,1164.746,582.967,280.834,530.723,511.147,371.745,359.058,430.348,337.308,233.829,294.057,269.387,309.736,95.007,131.816,414.174,740.271,252.893,239.605,212.495,331.546,432.879,639.793,273.167,389.341,238.712,489.839,305.264,93.243,246.669,144.303,110.223,62.471,73.084,306.533,299.991,58.974,333.000,470.782,228.448
1311,2328.344,969.493,655.888,379.713,657.849,748.265,528.346,403.220,517.768,388.265,295.623,190.440,373.563,289.861,182.486,158.551,290.252,748.738,545.935,234.583,164.703,347.702,411.240,231.841,182.744,273.883,451.707,134.810,142.265,391.611,408.065,485.000,304.346,730.918,553.466,895.410,671.868,267.394,363.107,574.140,459.758,243.297,324.385,399.715,255.569,216.156,243.857,339.982,125.294,285.766,289.428,568.000,185.286,410.605,282.313,324.283,362.113,717.108,363.275,464.578,184.121,185.796,439.891,110.551,176.154,159.716,107.475,101.803,89.889,294.124,200.838,208.792,504.851,294.386,208.333
1312,2679.000,936.485,496.388,322.357,729.295,656.360,498.356,391.736,438.400,491.186,230.701,196.199,290.868,439.978,271.662,150.044,203.963,907.131,568.526,263.365,211.103,347.597,465.393,247.841,261.323,343.678,520.856,194.387,197.837,452.123,341.297,388.982,464.787,768.415,375.173,1027.467,764.121,303.451,272.750,421.267,442.869,289.174,304.385,345.969,267.801,126.142,216.202,431.273,230.126,230.000,380.906,419.085,272.986,321.395,262.212,338.026,550.560,508.315,399.233,525.111,288.326,326.146,428.558,125.596,427.912,141.279,70.496,64.637,78.668,280.410,166.803,71.481,524.766,378.228,314.188
1313,2563.790,619.396,892.354,344.589,619.157,512.066,568.596,393.704,593.108,445.522,161.981,109.247,295.879,293.661,71.568,145.301,315.333,664.323,583.188,171.591,138.969,436.000,262.700,273.802,387.470,291.801,520.471,139.307,190.036,542.839,422.484,548.802,394.803,764.076,551.173,958.410,917.791,234.259,284.562,519.180,397.046,507.335,429.874,364.400,270.492,155.716,357.555,225.736,215.189,270.000,368.304,542.535,224.664,376.866,308.424,376.138,357.624,583.766,361.983,517.126,257.712,281.263,379.093,190.647,157.059,152.761,116.475,148.631,96.126,316.848,333.316,263.857,286.053,208.059,299.281
1314,2459.783,1027.933,662.174,273.070,876.699,662.213,713.846,426.497,644.827,306.398,244.857,175.795,172.477,279.767,125.257,251.890,339.541,967.985,597.188,296.509,159.723,356.751,296.207,220.254,300.665,255.175,363.408,151.861,81.084,503.777,429.116,306.802,215.961,759.684,356.526,664.311,899.198,208.332,393.688,596.787,415.595,363.277,387.659,387.369,256.901,366.078,359.143,226.845,175.091,280.918,439.406,591.202,175.843,485.966,422.212,245.941,467.816,465.775,260.067,418.289,160.864,293.686,457.713,218.868,341.037,104.159,44.986,191.688,93.253,417.248,246.231,52.052,311.404,390.287,102.719
1315,2181.516,911.388,631.522,222.147,650.717,585.919,474.221,319.195,475.730,337.841,249.753,147.151,433.161,386.406,188.446,137.640,269.681,665.462,362.701,175.226,132.036,275.114,391.080,218.468,381.494,285.211,465.356,212.642,248.470,441.578,473.329,317.117,211.724,534.433,470.722,1089.566,931.088,205.632,160.205,332.433,382.124,387.477,262.459,426.408,302.779,215.262,391.899,323.918,197.636,157.823,435.377,444.481,329.607,386.496,441.111,329.796,649.383,663.541,500.717,311.267,250.826,168.438,388.357,196.390,213.522,124.930,208.590,78.032,50.879,327.238,301.137,143.714,325.734,519.614,126.031
1316,2394.847,1046.858,661.753,280.256,801.181,650.419,767.635,302.912,402.481,347.478,313.370,160.970,209.276,361.800,226.122,227.331,282.311,706.192,688.013,232.722,147.051,331.821,275.300,192.254,323.720,287.901,467.776,207.117,107.398,424.754,488.013,526.261,329.197,890.187,445.541,681.205,778.341,328.570,361.241,608.927,310.438,313.323,296.770,254.662,231.541,122.518,233.445,235.073,106.462,232.532,390.029,713.426,340.000,413.361,289.081,380.322,462.390,547.622,273.208,432.570,219.068,381.883,309.302,174.735,244.007,71.104,201.597,133.172,82.647,360.467,139.273,278.013,406.723,342.455,207.010
1317,2328.605,877.030,815.680,323.535,590.030,737.632,567.798,328.799,707.103,377.823,245.961,124.506,212.034,364.283,423.405,187.846,282.111,711.938,555.448,201.030,113.144,365.587,257.660,118.683,365.262,164.222,352.793,202.774,270.560,376.924,495.981,327.297,218.858,715.754,458.624,859.148,700.462,242.627,141.232,277.907,435.641,380.239,368.074,332.877,249.713,210.830,503.849,288.864,187.399,170.835,243.464,582.760,323.907,417.126,466.596,303.961,235.624,607.441,406.442,249.430,138.311,229.182,423.008,155.772,265.596,122.408,94.094,112.197,71.058,418.048,251.829,129.169,348.979,285.485,140.573
1318,2610.618,849.418,808.882,382.341,706.157,569.787,374.558,440.987,570.562,299.097,390.110,148.235,303.029,370.100,138.297,125.037,270.504,873.369,681.896,256.726,124.656,293.841,273.300,169.913,203.037,366.866,499.546,219.883,215.500,474.853,287.639,356.270,305.598,667.754,480.323,802.402,729.659,302.601,214.982,470.880,433.052,377.742,188.822,253.408,179.376,171.426,343.361,494.100,87.643,165.335,425.428,479.341,171.100,342.765,235.283,347.243,357.071,849.604,303.808,301.178,133.447,290.839,375.938,178.713,169.059,73.682,155.892,104.306,108.989,417.419,184.342,111.688,337.330,407.743,99.854
1319,2485.860,773.224,803.652,275.729,466.259,653.794,720.990,306.170,613.513,169.097,234.935,164.994,259.494,366.089,93.986,191.890,249.148,740.200,659.143,234.196,164.785,196.821,257.560,245.095,290.396,219.158,524.006,210.730,201.765,357.882,352.529,285.973,271.945,866.708,394.955,671.967,1066.626,381.166,425.491,519.453,351.791,268.329,196.081,518.400,274.591,210.447,326.740,498.973,293.161,342.627,274.667,572.202,290.950,238.378,417.141,294.546,363.638,814.387,253.042,328.956,227.250,189.270,361.279,126.360,249.566,156.771,140.856,115.070,132.732,248.200,269.325,100.558,216.979,292.366,180.677
1320,2498.178,865.239,741.680,226.868,509.717,698.324,584.510,544.981,493.746,593.443,366.474,172.627,186.339,340.606,129.946,134.162,222.844,715.815,564.208,295.270,141.097,326.239,250.073,293.484,290.085,287.345,334.868,234.569,188.066,491.100,375.374,380.559,434.157,658.836,637.789,677.549,676.066,301.684,237.268,463.667,363.961,445.703,314.400,293.723,261.856,198.170,331.294,292.245,183.252,248.778,351.239,395.558,260.057,448.983,356.162,379.086,351.064,938.036,213.517,545.889,179.902,327.175,334.597,195.257,299.272,138.104,98.561,126.917,54.016,393.971,383.632,105.792,377.574,295.149,155.292
1321,2420.420,788.993,702.635,280.907,731.843,477.279,683.058,328.296,495.400,192.575,219.416,145.199,283.408,364.417,116.622,180.375,282.526,967.800,491.935,147.096,145.210,385.886,289.940,295.214,208.280,279.830,447.879,221.073,247.861,430.801,359.490,411.216,328.685,793.257,432.541,769.197,711.824,303.285,285.411,549.580,322.673,355.400,478.837,263.738,125.575,241.050,195.084,427.100,151.301,267.500,445.007,458.682,374.200,296.689,354.545,386.862,492.738,516.297,464.358,285.267,189.439,283.088,259.961,186.412,242.963,121.687,173.324,106.363,69.495,409.038,297.197,107.857,306.053,268.475,207.208
1322,2658.013,823.246,795.809,300.248,526.934,786.809,824.442,499.182,577.632,419.814,281.552,156.928,245.701,328.800,175.662,180.493,312.452,718.092,512.091,207.652,143.903,257.672,431.280,183.095,269.268,245.731,465.672,182.314,248.452,450.389,302.226,392.486,349.654,740.579,410.519,789.861,961.154,326.513,244.232,486.793,300.817,283.910,404.911,324.008,199.215,163.511,288.160,311.873,126.280,289.285,306.804,420.659,422.107,503.260,268.475,285.092,457.333,603.721,396.292,438.600,237.197,196.701,420.698,190.441,274.971,86.781,142.676,108.057,80.853,365.038,231.615,111.766,336.202,456.396,185.219
1323,2436.280,898.910,761.674,399.605,606.518,616.471,680.356,391.987,493.984,415.965,330.227,144.494,315.540,293.528,212.243,160.353,301.970,634.615,520.571,213.826,81.667,321.597,347.527,181.516,262.665,176.368,499.414,222.693,150.813,522.066,398.039,472.595,214.969,650.596,487.195,826.041,565.385,398.508,281.393,488.627,304.850,328.658,372.474,350.215,137.033,223.667,337.513,333.245,221.615,152.614,370.239,618.450,191.521,322.454,333.677,298.579,482.539,609.369,354.550,333.281,267.106,221.095,237.953,89.772,305.772,104.662,119.604,59.108,122.058,349.067,248.128,130.390,362.500,339.911,262.375
1324,2345.274,601.455,710.747,439.953,623.681,497.199,819.721,336.421,544.416,290.106,289.416,181.524,295.132,329.133,259.054,152.154,193.756,804.800,463.610,211.822,155.713,433.925,293.833,241.651,333.646,337.561,633.155,87.781,189.331,611.900,329.761,347.261,316.913,814.865,404.045,1042.484,588.385,258.326,270.598,449.007,338.340,317.865,319.852,254.585,205.116,278.631,298.790,419.927,104.888,276.063,278.000,520.488,230.457,337.118,452.253,385.178,523.610,359.171,485.783,362.993,192.038,390.044,499.690,127.551,227.419,127.174,101.065,135.535,74.621,254.257,275.590,85.961,354.160,276.198,124.865
1325,2397.185,1111.597,703.376,233.915,638.127,609.485,418.471,357.031,468.157,382.150,268.234,143.524,229.236,382.722,204.946,162.118,274.267,850.962,532.214,155.509,124.103,338.652,483.347,145.968,284.659,242.345,415.937,177.453,184.861,449.583,460.065,509.793,365.913,560.380,423.241,667.590,829.813,297.679,219.250,422.593,369.980,371.477,359.993,305.969,220.934,264.454,373.504,292.082,204.056,251.386,336.109,595.101,275.664,341.353,302.838,359.592,330.730,560.847,296.650,495.815,96.045,285.109,369.426,152.772,298.566,117.647,102.640,44.892,131.516,277.771,236.453,117.883,308.787,281.069,281.542
1326,2122.217,760.619,655.472,306.225,607.127,439.088,715.385,421.428,407.265,478.584,413.916,181.494,301.586,443.572,257.027,234.426,341.281,905.015,537.883,161.070,209.759,253.045,283.387,151.317,307.970,134.462,389.954,107.759,244.301,505.578,346.871,275.667,261.795,670.135,553.135,800.262,543.604,319.523,184.402,400.240,445.948,310.761,363.904,431.315,176.552,221.092,319.647,276.591,114.308,271.025,321.333,483.070,277.400,439.361,257.162,399.079,352.489,780.378,287.967,495.704,322.023,269.708,289.659,256.154,367.390,161.070,116.748,71.758,83.553,493.771,299.214,108.636,375.936,379.317,232.802
1327,2321.599,839.940,720.376,252.000,622.277,624.199,589.865,395.591,464.314,610.885,331.877,268.741,291.184,296.406,117.932,181.044,245.807,821.862,431.227,159.057,190.297,285.791,368.787,227.333,328.976,274.754,402.109,131.628,235.331,388.645,373.116,368.333,263.323,605.959,302.218,746.246,606.319,182.611,391.464,439.527,402.111,316.465,358.444,411.323,198.558,203.794,244.227,205.909,212.853,218.671,402.399,465.155,387.871,370.983,454.081,369.270,338.830,853.171,335.942,348.467,220.902,200.285,322.124,164.118,244.000,114.866,71.777,75.701,165.047,458.371,312.744,144.597,393.989,282.812,226.000
1328,2374.146,888.455,733.742,355.380,539.313,537.544,592.019,483.774,453.162,325.035,199.182,183.747,233.672,313.922,101.405,270.750,196.252,692.915,454.500,222.387,140.810,293.831,276.347,119.873,284.634,410.532,438.195,172.307,313.946,301.251,467.129,307.252,126.984,622.234,417.707,613.164,617.308,220.829,177.527,583.553,365.601,402.323,372.252,407.808,117.492,227.326,215.034,197.536,168.427,318.962,403.399,632.264,228.564,243.420,388.303,353.388,295.709,761.667,344.608,366.044,82.470,289.569,266.116,112.588,186.140,99.925,170.259,100.764,124.779,393.933,226.308,133.351,475.830,309.535,139.760
1329,2137.542,917.575,676.320,222.302,678.681,677.846,650.067,441.088,421.108,400.221,315.175,101.295,275.408,376.556,197.027,157.169,238.193,659.515,602.883,204.413,114.718,272.124,339.427,247.587,284.579,251.181,434.816,137.810,183.169,556.095,577.445,365.495,215.630,508.468,389.421,731.639,586.967,249.181,214.705,464.713,224.052,189.703,276.519,252.600,272.917,189.759,402.697,305.927,191.301,430.677,271.341,428.674,279.593,213.706,423.556,337.105,387.922,695.532,368.725,380.259,223.833,319.985,389.473,162.743,215.743,54.920,64.755,141.306,146.284,338.752,335.709,130.649,480.213,585.624,171.833
1330,2900.465,882.567,713.730,232.318,701.970,756.801,651.760,432.899,789.211,473.239,319.669,123.717,226.994,308.172,280.946,235.140,284.659,823.138,300.247,147.065,191.718,313.020,339.913,113.579,305.646,380.298,453.925,128.664,189.392,485.147,387.716,469.063,324.394,728.187,328.977,751.729,606.967,250.389,253.723,359.267,347.340,315.961,229.474,403.177,200.757,227.043,272.756,469.527,176.559,224.019,256.174,478.217,278.921,331.151,252.182,475.717,404.390,545.568,499.558,489.081,213.659,217.526,248.698,118.066,200.897,185.328,222.446,99.045,57.163,218.790,322.786,194.416,331.213,267.802,219.812
1331,2445.682,982.403,678.331,469.333,457.705,706.713,709.067,427.818,531.789,394.053,332.643,216.645,282.552,331.722,229.230,190.265,353.852,658.477,448.442,177.322,187.246,251.791,309.487,152.833,342.701,251.889,480.736,236.730,138.627,479.900,419.284,291.937,218.291,632.608,306.248,713.598,557.571,288.440,332.759,545.353,269.242,382.832,191.896,328.046,192.862,178.759,287.185,456.582,245.007,241.203,281.138,613.884,304.843,397.597,327.414,231.118,401.936,886.622,400.817,377.022,145.015,258.737,403.287,146.765,327.669,85.582,67.784,76.745,69.047,529.362,204.821,247.935,474.426,265.564,158.302
1332,2581.554,782.627,490.758,336.760,557.404,558.956,613.423,453.811,499.676,539.911,267.968,155.934,359.805,251.344,123.473,286.875,238.067,735.462,374.227,188.891,165.708,397.582,228.773,261.833,276.372,317.895,350.006,228.299,229.892,496.820,456.000,352.568,336.252,661.754,358.226,1044.361,649.286,260.684,320.134,593.400,387.307,298.129,342.081,242.500,191.420,347.298,343.782,453.682,276.895,256.057,357.203,496.674,319.971,305.622,377.040,275.605,337.284,554.658,280.325,332.437,141.030,253.153,468.233,114.934,192.081,72.731,73.050,96.357,120.426,268.048,439.940,79.519,248.553,222.386,126.292
1333,2260.841,930.493,670.382,404.364,612.729,674.691,552.808,436.566,441.714,306.920,309.117,118.789,261.287,284.661,141.365,181.522,348.963,837.385,509.338,173.861,99.728,301.547,341.153,249.151,394.591,249.316,416.115,146.474,160.867,431.374,349.994,517.090,363.165,745.713,460.444,798.459,656.615,274.202,346.598,439.387,305.294,285.819,315.044,370.277,168.917,206.369,207.571,485.700,224.552,189.797,277.167,466.364,207.536,393.538,375.687,418.178,422.546,813.189,364.350,472.430,211.538,350.314,364.581,150.221,256.088,128.811,104.158,93.000,48.811,350.505,276.026,273.688,244.457,336.366,179.208
1334,2436.274,896.164,750.011,173.651,664.964,626.779,422.413,406.792,507.751,326.265,314.838,94.151,419.879,411.461,270.311,165.890,185.770,773.485,457.201,220.970,153.672,255.975,385.147,258.833,404.384,314.105,576.500,276.248,199.651,595.256,438.310,247.081,209.583,569.532,295.414,802.344,978.176,218.715,348.973,471.147,499.712,254.348,355.156,422.823,340.370,196.397,522.639,282.218,232.056,161.899,336.261,747.992,296.843,167.479,346.364,410.191,444.582,669.586,431.300,398.370,231.924,280.949,347.070,159.662,178.522,72.308,158.209,73.917,90.395,250.143,334.077,120.701,295.989,232.327,94.854
1335,2750.363,576.701,674.275,292.008,665.783,616.419,493.481,468.453,556.254,369.425,137.416,206.717,389.592,419.622,94.595,216.132,252.852,843.115,462.234,222.026,93.574,422.736,259.220,226.881,203.390,224.135,475.040,220.949,301.259,346.261,526.097,348.468,225.354,633.994,385.030,762.139,675.824,198.021,324.330,608.187,310.569,318.226,363.274,326.392,260.740,227.730,257.790,520.073,204.951,225.089,267.188,561.845,129.671,199.336,343.152,204.697,440.184,621.991,282.217,414.104,209.902,262.562,317.488,135.404,220.971,114.493,86.878,91.764,182.363,297.743,281.026,157.351,454.670,502.475,287.594
1336,2486.159,752.560,720.478,287.891,578.735,695.221,753.577,532.654,374.757,331.071,286.864,144.422,305.724,383.544,252.770,263.412,193.133,712.800,409.065,182.265,152.036,309.284,406.607,228.556,273.799,300.947,484.805,155.270,180.018,499.616,341.032,438.604,296.291,692.684,310.489,588.385,581.308,366.202,271.741,693.007,397.124,258.568,241.667,425.600,293.409,214.184,176.454,441.645,270.357,202.532,272.746,634.457,273.021,261.655,426.051,354.783,464.213,973.072,279.642,410.763,124.652,322.635,309.628,73.081,291.537,125.851,107.309,112.688,64.958,217.781,256.752,113.494,362.926,266.168,192.146
1337,2304.140,700.881,501.028,218.736,584.928,883.015,611.298,529.566,545.427,327.717,273.026,78.283,184.747,240.206,123.216,249.934,202.763,456.123,533.344,129.483,206.267,312.478,356.573,200.183,260.567,300.649,402.661,219.401,248.819,486.284,373.477,402.847,227.976,745.860,496.940,798.189,714.495,187.886,287.295,571.187,469.000,315.097,170.319,363.292,248.238,294.660,276.244,454.355,125.657,254.854,349.551,699.186,288.179,502.613,413.465,308.164,435.121,340.865,420.733,379.000,229.030,248.912,339.798,127.757,240.132,73.517,168.360,143.650,60.105,254.895,236.487,24.649,372.298,366.495,69.188
1338,2491.312,915.858,615.242,279.651,686.096,650.338,709.135,433.704,494.741,606.425,254.162,80.018,289.816,325.722,155.324,172.985,394.896,803.392,456.078,219.565,110.210,348.527,343.007,178.675,348.695,264.509,375.397,132.255,285.343,404.436,428.690,492.766,378.213,649.187,374.361,905.484,810.714,230.492,226.714,340.687,286.314,225.813,178.148,255.238,265.066,288.163,336.303,340.518,270.832,204.386,265.348,446.496,281.593,470.008,397.919,335.461,318.518,499.640,387.392,382.615,269.508,295.423,304.969,175.132,145.610,176.139,156.130,101.153,92.216,192.448,249.342,167.974,316.915,344.842,198.812
1339,2338.987,1070.112,732.169,226.899,462.783,776.044,603.192,406.289,399.778,391.531,294.117,209.361,250.310,447.439,200.770,158.279,277.163,725.446,580.844,208.052,160.595,365.000,317.207,187.238,345.220,270.409,252.690,201.723,220.343,622.379,496.981,571.730,294.512,648.912,485.271,532.984,488.011,275.611,192.696,470.140,359.137,253.923,366.867,232.215,202.591,294.589,367.076,412.427,170.790,179.044,228.935,569.256,301.321,457.395,229.222,275.000,392.908,618.703,321.725,480.030,192.515,264.942,245.620,124.301,272.382,146.100,53.835,64.000,102.679,521.810,339.598,60.792,451.479,322.446,172.677
